,회사명,거래소코드,회계년도,부실판단,[U01410000]영업활동으로 인한 현금흐름(*)(천원),이자보상배율(이자비용)
431,삼화인쇄주식회사,15234,2020,1.0,1862714.0,0.51
432,삼화제분(주),15235,2020,1.0,-2168552.0,0.44
433,(주)삼화종합개발,15237,2018,1.0,274142.0,-16.94
434,(주)케이알엠,15241,2021,1.0,859629.0,0.25
435,삼흥개발주식회사,15243,2014,1.0,-541815.0,0.0
436,신아플러스건설주식회사,15262,2014,1.0,-2921527.0,-29.94
437,상진개발주식회사,15263,2022,1.0,-1396261.0,0.07
438,(주)새턴바스,15280,2022,1.0,-2207353.0,0.99
439,(주)새턴바스,15280,2022,1.0,,0.99
440,새턴홀딩스주식회사,15281,2019,1.0,-441851.0,-11.79
441,새한건설주식회사,15285,2020,1.0,1046373.0,0.34
442,새한음반(주),15293,2015,1.0,-1832527.0,0.0
443,케이에스케이펀드(주),15296,2014,1.0,0.0,
444,서광종합개발주식회사,15314,2019,1.0,-9505633.0,6.35
445,(주)서광전자,15315,2014,1.0,-1024042.0,-7.23
446,에이에프티코리아(주),15317,2016,1.0,-2379895.0,-15.89
447,서도산업주식회사,15321,2020,1.0,2416848.0,-22.54
448,(주)로얄건설,15333,2016,1.0,-907148.0,-2.54
449,용원건설주식회사,15337,2017,1.0,-6915092.0,2.38
450,주식회사리더스케미컬,15340,2015,1.0,-593535.0,-692.25
451,서영정밀주식회사,15342,2019,1.0,4484418.0,-0.94
452,(주)서울가든,15344,2014,1.0,-9225009.0,-6.18
453,서울금속공업(주),15350,2021,1.0,-163955.0,49.49
454,서울낫소(주),15352,2014,1.0,-986606.0,-1.39
455,서원건설주식회사,15384,2019,1.0,-1364346.0,-105.75
456,에스더블유팜주식회사,15386,2014,1.0,-1690845.0,1.77
457,서일전자(주),15392,2018,1.0,252879.0,-12.69
458,석미개발주식회사,15417,2016,1.0,-1086275.0,-2.44
459,석미건설주식회사,15418,2022,1.0,-280133.0,3.0
460,(주)석천레미콘,15423,2014,1.0,409892.0,0.66
461,선광건설주식회사,15425,2014,1.0,752303.0,0.39
462,선산토건주식회사,15431,2015,1.0,3989700.0,-0.3
463,선주토건주식회사,15445,2014,1.0,-1214783.0,-59.96
464,섬강산업주식회사,15456,2019,1.0,-1972218.0,-3.37
465,성도건설산업(주),15469,2021,1.0,-1418925.0,13773103.36
466,(주)성도,15472,2014,1.0,-1143240.0,0.11
467,성안염직(주),15499,2015,1.0,888559.0,-7.94
468,성우건설주식회사,15508,2018,1.0,1043717.0,-4.13
469,(주)스웨코,15535,2020,1.0,1868561.0,-1.08
470,성원제강(주),15536,2014,1.0,-478664.0,-17.41
471,(주)유니원,15544,2014,1.0,-2292277.0,-4.53
472,성일종합건설주식회사,15546,2019,1.0,-6677257.0,-0.78
473,성일산업주식회사,15547,2014,1.0,-273858.0,-8.6
474,성진수산주식회사,15563,2018,1.0,4143827.0,0.36
475,성창약품주식회사,15572,2014,1.0,809698.0,0.45
476,(주)성화,15582,2016,1.0,1278716.0,0.74
477,(주)냉장인터불고,15591,2017,1.0,432712.0,0.61
478,(주)이스트밸리,15619,2016,1.0,-5930323.0,-0.12
479,세안홀딩스(주),15640,2017,1.0,-4340792.0,-2.3
480,세양폴리머(주),15647,2020,1.0,359793.0,0.14
481,(주)에스더블유글로벌,15650,2014,1.0,597251.0,-6.86
482,세우테크노산업(주),15653,2014,1.0,-1123107.0,-9.2
483,세일기계설비(주),15672,2016,1.0,3030402.0,-1.35
484,세일전자주식회사,15677,2016,1.0,195891.0,-11.82
485,세창상사주식회사,15701,2014,1.0,-799380.0,-5.87
486,센추리개발(주),15721,2014,1.0,371851.0,-0.32
487,(주)소신홀딩스,15733,2014,1.0,5882813.0,-1.44
488,송강산업주식회사,15739,2020,1.0,-1027285.0,-2.11
489,송원물산(주),15744,2018,1.0,1011735.0,0.6
490,송전농산(주),15748,2014,1.0,-76267.0,
491,송학제지주식회사,15752,2016,1.0,1140433.0,0.19
492,수림종합개발(주),15755,2014,1.0,695402.0,-5.22
493,에스피엘(주),15758,2021,1.0,,-21.25
494,에스피엘(주),15758,2021,1.0,-1491816.0,-21.25
495,수원여객운수주식회사,15764,2020,1.0,-2336233.0,-21.73
496,주식회사수협유통,15770,2014,1.0,3669534.0,-1.23
497,쉬프트정보통신(주),15776,2021,1.0,2306044.0,-2.47
498,(주)스마트넷테크놀로지,15783,2017,1.0,-2218301.0,-6.22
499,스마트전자주식회사,15786,2014,1.0,2067607.0,0.98
500,(주)시그너스,15811,2014,1.0,226827.0,-0.56
501,(주)시그너스개발,15812,2018,1.0,-14138.0,0.95
502,(주)시그너스정공,15813,2021,1.0,1304697.0,0.91
503,(주)시퍼스파이프라인,15827,2019,1.0,-1257960.0,-1.96
504,신광산업주식회사,15837,2014,1.0,0.0,0.44
505,신동아종합건설(주),15863,2014,1.0,-350562.0,0.09
506,(주)신라명과,15869,2016,1.0,888713.0,-4.44
507,신명종합건설주식회사,15873,2014,1.0,21146723.0,0.51
508,신성교통주식회사,15880,2014,1.0,661815.0,-0.54
509,(주)신세계와이비에스,15894,2015,1.0,-6683576.0,-29.77
510,신세계음향공업주식회사,15895,2014,1.0,-461831.0,-0.26
511,주식회사신아텍,15912,2014,1.0,1719960.0,-9.81
512,신안개발주식회사,15913,2015,1.0,251065.0,-0.82
513,신안건설산업(주),15914,2017,1.0,-50537559.0,2.88
514,신안관광개발주식회사,15916,2014,1.0,-22817242.0,-1.53
515,신영기계공업주식회사,15928,2019,1.0,670834.0,-6.9
516,유니스건설(주),15930,2014,1.0,87156.0,-41.68
517,신우건설산업(주),15941,2020,1.0,-2044370.0,-176.25
518,(주)신우농수산,15944,2014,1.0,277395.0,0.46
519,신우프레스(주),15947,2019,1.0,-146497.0,1.14
520,에스더불유아이주식회사,15952,2018,1.0,-1803830.0,-5.61
521,(주)신원엔에스,15955,2014,1.0,-497893.0,-6.54
522,신원합섬주식회사,15961,2014,1.0,1362399.0,-3.41
523,(주)신일,15965,2021,1.0,1962010.0,-2.94
524,신일산업주식회사,15972,2014,1.0,-989117.0,-5.84
525,(주)에스피일레멕,15981,2020,1.0,2286230.0,0.12
526,(주)모베이스코넥타,15993,2020,1.0,3359328.0,-0.63
527,(주)비와이씨마트,16002,2018,1.0,-1180851.0,0.0
528,신한발브공업주식회사,16003,2014,1.0,3345292.0,0.09
529,신한산업(주),16006,2020,1.0,-716534.0,-2.36
530,(주)신한종합건축사사무소,16019,2015,1.0,-2790732.0,1155.63
531,(주)신한주택개발,16020,2014,1.0,12318545.0,-0.88
532,신한화섬주식회사,16027,2015,1.0,-457203.0,-11.38
533,(주)신화사,16038,2014,1.0,-479044.0,-0.35
534,신화종합건설(주),16045,2020,1.0,-12541669.0,5.46
535,신화철강(주),16046,2018,1.0,-2956863.0,1.48
536,신흥정보통신(주),16055,2018,1.0,-1500460.0,-61.46
537,쓰리에이프린팅(주),16091,2014,1.0,512129.0,-1.24
538,씨카코리아주식회사,16123,2016,1.0,2325060.0,-0.92
539,주식회사우주홀딩스,16132,2014,1.0,-2887573.0,-1.24
540,아모제푸드시스템(주),16141,2016,1.0,-10855372.0,-3.93
541,아세아약품(주),16157,2015,1.0,-4205126.0,-18.37
542,(주)아세아유니온,16159,2014,1.0,-4010.0,-18.75
543,(주)아시아디벨로퍼,16167,2014,1.0,11639902.0,0.88
544,아이씨이아이우방주식회사,16187,2014,1.0,-825365.0,4.33
545,주식회사아이엘티,16197,2022,1.0,-789413.0,1.05
546,(주)아이티웰,16213,2016,1.0,494068.0,-21.35
547,주식회사아이피스,16216,2017,1.0,1314147.0,-0.75
548,(주)아주하이텍,16222,2015,1.0,-777725.0,-1.47
549,아코디스(주),16231,2014,1.0,-1249379.0,-16.41
550,동화종합건설(주),16238,2014,1.0,-1168176.0,-1.33
551,(주)아프로텍,16241,2020,1.0,-2833065.0,-0.99
552,(주)알켄즈,16267,2014,1.0,1286613.0,0.13
553,양지화학주식회사,16302,2014,1.0,-851236.0,-8.61
554,(주)알케이에프앤,16321,2014,1.0,-105095.0,1.83
555,에이비씨상사(주),16365,2016,1.0,-5147524.0,8.76
556,에이스투자(주),16375,2014,1.0,-6100067.0,-1.15
557,에이시스주식회사,16376,2019,1.0,2222025.0,0.6
558,더워런티그룹코리아(주),16386,2018,1.0,-1770928.0,999999999.0
559,주식회사에프앤케이,16408,2020,1.0,599328.0,-16.44
560,엘디산업개발주식회사,16435,2017,1.0,-3418156.0,-15.72
561,(주)엘케이,16453,2022,1.0,1364906.0,0.07
562,여명약품주식회사,16470,2014,1.0,-5564.0,2.24
563,연경전자주식회사,16475,2018,1.0,877505.0,0.22
564,연세산업(주),16478,2021,1.0,-1362836.0,-2.38
565,연일주택주식회사,16483,2014,1.0,0.0,0.67
566,연전개발주식회사,16484,2014,1.0,-2718145.0,-4.01
567,(주)연흥개발,16490,2015,1.0,-291803.0,0.48
568,영남건설(주),16499,2014,1.0,43994.0,-0.88
569,영남주물공업주식회사,16504,2014,1.0,-531159.0,-5.16
570,영도건설산업(주),16507,2016,1.0,-4856018.0,0.0
571,영동건설주식회사,16510,2014,1.0,1215025.0,-0.67
572,영림목재주식회사,16515,2014,1.0,-1594303.0,0.69
573,(주)와이엘씨,16517,2014,1.0,-22436.0,-15.42
574,(주)영성,16524,2014,1.0,57015.0,-2.09
575,(주)지엔에스,16528,2014,1.0,-6125994.0,-1.72
576,주식회사영텍스타일,16529,2014,1.0,-55918.0,0.2
577,영신산업(주),16531,2017,1.0,-133270.0,-10054.87
578,영신여객(주),16533,2019,1.0,-3968215.0,-2.13
579,주식회사영신종합건설,16535,2014,1.0,-14528896.0,33.15
580,영안모자주식회사,16537,2015,1.0,-480400.0,0.0
581,영인관광농원주식회사,16545,2014,1.0,-89925.0,0.0
582,영일기업주식회사,16548,2014,1.0,1665980.0,-0.59
583,영풍전자주식회사,16582,2015,1.0,-7727351.0,-4.81
584,영화엔지니어링,16586,2015,1.0,11223517.0,-2.15
585,주식회사삼양컴텍,16604,2017,1.0,-5456730.0,-5.9
586,오리엔트화학(주),16605,2015,1.0,877558.0,-0.18
587,주식회사오성자원,16619,2014,1.0,1689511.0,-0.4
588,오성제지주식회사,16620,2014,1.0,-34160833.0,8.37
589,(주)오토산업,16637,2016,1.0,111433.0,-1.48
590,옥산레저주식회사,16639,2014,1.0,3612057.0,-1.39
591,(주)온라인카고,16643,2014,1.0,-1453863.0,-2.28
592,와이엠건설(주),16654,2019,1.0,-205736.0,0.0
593,(주)와이제이코퍼레이션,16663,2017,1.0,852721.0,0.51
594,일송개발(주),16670,2014,1.0,-752749.0,0.2
595,용원개발주식회사,16673,2014,1.0,-570661.0,0.05
596,은화삼컨트리클럽주식회사,16675,2014,1.0,11005.0,-3.4
597,용창산업(주),16677,2019,1.0,-1378037.0,-27.21
598,우남케미칼해운주식회사,16686,2018,1.0,-992727.0,-5.74
599,우련통운주식회사,16689,2014,1.0,1938423.0,-32.28
600,우리종합건설주식회사,16697,2014,1.0,157874.0,0.18
601,우림개발주식회사,16705,2014,1.0,266596.0,-0.59
602,우진산업주식회사,16718,2016,1.0,-425384.0,-1.62
603,(주)티씨씨강판,16719,2018,1.0,923431.0,-1.71
604,(주)에임하이글로벌,16721,2020,1.0,485594.0,-20.93
605,(주)우성염직,16729,2017,1.0,1052794.0,0.78
606,우신산업주식회사,16742,2020,1.0,-2270277.0,-2.56
607,우신운수(주),16743,2021,1.0,700599.0,-5.9
608,우신종합건설주식회사,16744,2021,1.0,-7566267.0,-1.13
609,우연산업개발주식회사,16749,2014,1.0,-345492.0,-16.53
610,우영개발,16750,2017,1.0,-852740.0,0.0
611,우일정밀공업(주),16762,2017,1.0,-815905.0,-44.21
612,우진관광개발주식회사,16775,2015,1.0,890205.0,0.19
613,(주)우진물산,16778,2018,1.0,-1064692.0,-1.95
614,제닉스(주),16784,2014,1.0,1523655.0,0.32
615,제이씨엔울산중앙방송,16799,2014,1.0,18517829.0,0.87
616,(주)웅남,16802,2018,1.0,-2253101.0,4.59
617,원광건설주식회사,16818,2019,1.0,-3348331.0,-2.17
618,원양어업개발주식회사,16825,2014,1.0,878642.0,-87.44
619,원우성업(주),16829,2017,1.0,234354.0,-3.51
620,주식회사이즈엠,16831,2018,1.0,-750019.0,-1.56
621,원일종합건설주식회사,16835,2018,1.0,5962856.0,-66.18
622,(주)원정,16838,2018,1.0,-1198358.0,-3.12
623,(주)웨어펀인터내셔날,16862,2014,1.0,-10619173.0,-2.98
624,유경산업주식회사,16879,2014,1.0,402802.0,-12089.96
625,유니레버코리아주식회사,16886,2014,1.0,-18166944.0,-19.7
626,유한회사유니북스,16891,2014,1.0,-1061195.0,-5148.47
627,(주)유엠씨홀딩스,16895,2015,1.0,-1763443.0,-13.67
628,유로통상주식회사,16914,2017,1.0,-3625303.0,0.0
629,주식회사유성텔레콤,16927,2019,1.0,-1751369.0,-66.66
630,유성관광주식회사,16930,2014,1.0,-318770.0,3.21
631,(주)유성금속,16931,2014,1.0,-1408686.0,-2.84
632,유성온천개발(주),16935,2018,1.0,-3629995.0,-3.08
633,유신전자공업(주),16941,2014,1.0,120800.0,-44.23
634,유일고무주식회사,16951,2014,1.0,,0.8
635,유일고무주식회사,16951,2014,1.0,3812465.0,0.8
636,유진기공산업주식회사,16960,2019,1.0,-2815816.0,-5.0
637,유창산업주식회사,16974,2015,1.0,-7280.0,0.0
638,유호건설(주),16988,2021,1.0,889866.0,-4.25
639,융성산업주식회사,17001,2019,1.0,-1380327.0,0.0
640,은산토건주식회사,17004,2014,1.0,-2994296.0,-39.13
641,주식회사은성테크닉스,17005,2014,1.0,-8524329.0,-1.33
642,(주)송스,17012,2019,1.0,3954571.0,0.33
643,디엠아이텍주식회사,17021,2014,1.0,387607.0,-0.86
644,(주)이메이션코리아,17032,2014,1.0,-413373.0,36.87
645,(주)이에스리조트클럽,17052,2015,1.0,5107553.0,
646,이영산업기계주식회사,17061,2014,1.0,-11474271.0,-0.91
647,(주)이우,17063,2020,1.0,1208735.0,0.08
648,이진종합건설주식회사,17075,2020,1.0,9537906.0,-346.68
649,이화기계공업주식회사,17090,2019,1.0,-2020735.0,-7.63
650,이화산업주식회사,17092,2014,1.0,408190.0,-201574.7
651,유니콘미싱공업(주),17101,2015,1.0,-8338804.0,-7.07
652,인곡산업(주),17102,2016,1.0,-1037245.0,-1.59
653,(주)인베스터유나이티드,17106,2014,1.0,-649718.0,-3.78
654,슈나이더일렉트릭시스템스코리아주식회사,17108,2022,1.0,-8513262.0,0.0
655,정일산업주식회사,17113,2020,1.0,-3124149.0,-7.18
656,인창전자주식회사,17120,2022,1.0,-4198937.0,0.0
657,일광공구공업주식회사,17148,2022,1.0,-93665.0,-1.22
658,(주)일성건설,17162,2019,1.0,-2247095.0,-1.83
659,일성기계공업주식회사,17163,2021,1.0,-1204743.0,5.95
660,일성레저산업(주),17164,2014,1.0,1945994.0,-19.95
661,서일캐스팅(주),17169,2020,1.0,1965488.0,0.28
662,일신태광금속주식회사,17175,2014,1.0,184129.0,0.18
663,일신해운주식회사,17179,2014,1.0,5264345.0,0.74
664,(주)일심,17181,2016,1.0,-735314.0,0.0
665,(주)일양토건,17183,2015,1.0,-95370.0,-29.17
666,일우종합건설주식회사,17185,2014,1.0,-8320700.0,-1.15
667,(주)일우,17186,2021,1.0,-102177.0,-53.08
668,일진금속공업주식회사,17191,2019,1.0,1645914.0,0.29
669,일진기계주식회사,17192,2022,1.0,-4612787.0,-1.44
670,일진실업주식회사,17198,2014,1.0,-3395739.0,-0.14
671,(주)임산업,17211,2014,1.0,-264905.0,-4.79
672,(주)장영,17226,2020,1.0,-104363.0,0.99
673,전방텍스타일주식회사,17241,2019,1.0,3216819.0,-0.96
674,화백전선(주),17245,2015,1.0,-906009.0,-1.81
675,주식회사전산텍스,17248,2014,1.0,57040.0,-1.14
676,전인석유주식회사,17253,2021,1.0,-303804.0,1.06
677,정림개발주식회사,17267,2015,1.0,1230585.0,-0.32
678,케이비아이정무산업주식회사,17270,2014,1.0,-498590.0,0.45
679,정아산업주식회사,17276,2014,1.0,-2151175.0,-2.64
680,정우산기주식회사,17282,2014,1.0,-2238927.0,1.97
681,제이에스건설(주),17287,2015,1.0,-1579892.0,0.0
682,정한개발주식회사,17296,2014,1.0,120921.0,0.13
683,(주)더스텔라,17298,2014,1.0,-1414244.0,4.31
684,제니코식품주식회사,17305,2014,1.0,-3333697.0,-4.61
685,제동물산(주),17306,2018,1.0,-545470.0,1.41
686,제신약품(주),17311,2014,1.0,-4980531.0,1.39
687,(주)제오빌더,17312,2020,1.0,-1007671.0,0.58
688,죽암건설주식회사,17318,2022,1.0,-3146032.0,-45.89
689,제일산업개발(주),17340,2021,1.0,-1775396.0,
690,(주)제이아이코리아,17348,2021,1.0,322596.0,-1.97
691,제일유리공업주식회사,17349,2014,1.0,-3880712.0,-11.05
692,제주문화방송(주),17363,2019,1.0,-2586941.0,0.0
693,(주)에이티넘파트너스,17375,2020,1.0,-1213407.0,-0.47
694,조양모방(주),17381,2017,1.0,2747134.0,-0.66
695,조해산업(주),17395,2022,1.0,-556901.0,-2.05
696,주식회사조웰,17397,2014,1.0,-384501.0,2.63
697,(주)종이나라,17402,2014,1.0,-182395.0,0.74
698,(주)세진푸드시스템,17412,2014,1.0,-1733328.0,0.03
699,주식회사강릉주택,17425,2014,1.0,256681.0,-2.61
700,주식회사거양,17434,2015,1.0,647784.0,-1.17
701,주식회사건화,17439,2014,1.0,1627828.0,0.49
702,(주)건화,17441,2020,1.0,130700.0,-1.73
703,주식회사경남신문사,17447,2021,1.0,476353.0,-6.84
704,주식회사경동산업,17450,2014,1.0,-2445915.0,2.34
705,주식회사경북가스,17456,2022,1.0,-183621.0,0.83
706,주식회사경성섬유,17458,2014,1.0,-518769.0,-3.16
707,주식회사경신,17459,2019,1.0,-194823.0,-12.09
708,주식회사경인에셋,17462,2017,1.0,-1533504.0,-1.29
709,함평엘리체컨트리클럽주식회사,17493,2014,1.0,-13112.0,-2.44
710,(주)교학사,17499,2014,1.0,2047887.0,-5.49
711,국도관광개발주식회사,17503,2022,1.0,-200061.0,-3.01
712,주식회사국제신문,17511,2016,1.0,308988.0,0.0
713,주식회사그랜드관광호텔,17516,2014,1.0,-1408225.0,
714,주식회사호텔그랜드유통,17517,2014,1.0,-230047.0,0.0
715,주식회사극동기계,17527,2018,1.0,1121643.0,0.54
716,(주)글로리아,17528,2020,1.0,1995212.0,-1.03
717,금남고속,17536,2022,1.0,-785939.0,
718,주식회사금양통신,17545,2015,1.0,-3241.0,-1.16
719,주식회사금창,17549,2017,1.0,4439182.0,0.36
720,주식회사금화,17550,2020,1.0,-1960620.0,0.17
721,주식회사기린건축,17551,2019,1.0,-441096.0,-1.77
722,주식회사시그너스컨트리클럽,17568,2014,1.0,1302010.0,0.18
723,지양테크놀로지(주),17575,2014,1.0,-165025.0,-2.67
724,주식회사니코,17594,2014,1.0,-190268.0,0.0
725,주식회사대광건설,17606,2019,1.0,-468819.0,-725.4
726,주식회사대광기업,17607,2019,1.0,,-1.1
727,주식회사대광기업,17607,2019,1.0,-323827.0,-1.1
728,주식회사대광직물,17608,2014,1.0,731535.0,
729,주식회사대남,17611,2016,1.0,-1036706.0,-5.97
730,주식회사대도공영,17614,2014,1.0,-649.0,-1.28
731,주식회사대동광업,17617,2019,1.0,-5857659.0,-8.82
732,주식회사대동요업,17623,2020,1.0,0.0,-0.62
733,주식회사대성철강,17638,2020,1.0,3669423.0,0.78
734,주식회사대송,17639,2014,1.0,-700245.0,-1663.75
735,주식회사대아고속해운,17642,2021,1.0,-1741524.0,-3.25
736,(주)대영금속,17654,2014,1.0,-1295411.0,0.53
737,익산관광개발주식회사,17657,2014,1.0,-578694.0,0.51
738,주식회사대원운수,17661,2014,1.0,3597467.0,-1.64
739,주식회사대전일보사,17671,2014,1.0,-208404.0,0.56
740,주식회사대흥정공,17697,2015,1.0,-2107661.0,-9.57
741,(주)노벨아이,17700,2022,1.0,2380277.0,-3.63
742,아모제푸드(주),17701,2022,1.0,1995961.0,0.54
743,주식회사디피엘,17704,2014,1.0,-8021083.0,-4.49
744,(주)디딤돌교육,17711,2018,1.0,-360855.0,0.2
745,주식회사도서출판삼성당,17712,2014,1.0,80949.0,-2.3
746,주식회사동방관광호텔,17722,2014,1.0,-361128.0,-0.69
747,주식회사동성진흥,17734,2019,1.0,-5086225.0,-2.54
748,주식회사동아레미콘,17737,2018,1.0,-184573.0,0.03
749,주식회사동양레저,17744,2014,1.0,-37055197.0,-0.4
750,주식회사동영물산,17749,2014,1.0,897893.0,-2.66
751,(주)다이나맥,17750,2018,1.0,0.0,-2.43
752,(주)동인기업,17758,2021,1.0,-312634.0,0.83
753,(주)동진주공,17776,2018,1.0,-533617.0,-9.07
754,(주)동희,17782,2018,1.0,-482097.0,27.66
755,주식회사두진,17791,2022,1.0,-34825704.0,-1.22
756,주식회사엔터식스패션쇼핑몰,17796,2021,1.0,-5870972.0,-4.05
757,(주)스피폭스,17798,2015,1.0,1024836.0,-2.83
758,(주)라비돌,17803,2020,1.0,-2298850.0,-0.32
759,주식회사럭키산업,17806,2022,1.0,-921592.0,-4.16
760,(주)로케트이앤티,17808,2014,1.0,-2690843.0,-3.24
761,주식회사루튼,17811,2014,1.0,-1295023.0,0.2
762,주식회사리스피엔씨,17812,2015,1.0,1156487.0,-1.96
763,주식회사매일신문사,17824,2014,1.0,4705732.0,-0.97
764,(주)메라톤,17827,2021,1.0,-4984498.0,2.04
765,(주)메라톤,17827,2021,1.0,,2.04
766,주식회사모드테크,17838,2014,1.0,264016.0,-11.42
767,주식회사모텍스,17842,2017,1.0,756584.0,-4655.83
768,주식회사미봉,17855,2014,1.0,177185.0,-6.93
769,주식회사미진주택건설,17857,2015,1.0,32221.0,-6.2
