회사명,거래소코드,회계년도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,유동비율,당좌비율,부채비율,유동부채비율,차입금의존도,순운전자본비율,현금비율,유동자산구성비율,자기자본구성비율,자기자본순이익률,경영자본순이익률,매출액순이익률,총자본사업이익률,총자본정상영업이익률,매출액정상영업이익률,금융비용부담률,CROE,총자산증가율,총자본증가율,유동자산증가율,비유동자산증가율,매출액증가율,유형자산증가율,부가가치(백만원),총자본투자효율,설비투자효율,부가가치율,이윤분배율,총자산회전율,매출채권회전률,당좌자산회전률,유형자산회전율,경영자본회전률,총자본회전률,비유동자산회전률,유동자산회전률,영업년수,상장년수,기업수명주기,부실판단
알에프머트리얼즈(주),327260,2022,10,15,4,8,242,205,82,48,29,38,100,64,55,8.6,4.52,7.06,4.14,3.27,5.42,0.95,11.41,34.533056028238235,34.53,39.21,26.94,33.55,20.16,20256,21,75,40,18,0.525919857041263,8.3,1,2,1,1,2,1,17.0,5.0,성장기,0.0
알에프에이치아이씨(주),218410,2022,8,11,3,12,359,271,54,31,24,52,90,72,65,1.01,1.17,4.5,1.42,0.17,0.74,-1.11,-1.5199999999999998,5.904165442880202,5.9,5.8,6.17,6.37,20.09,44993,10,56,42,11,0.2282361670564559,7.41,0,1,0,0,1,0,9.0,9.0,쇠퇴기,1.0
압타바이오(주),293780,2021,-195,-6257,-10,-2835,3019,3019,5,1,0,35,834,37,95,-15.99,-27.59,-4778.8,-14.15,-16.2,-5081.88,-640.09,-10.67,-13.9615446791136,-13.96,-45.65,29.76,-34.41,-2.15,-8827,-14,-187,-3946,0,0.0034459240332715,0.0,0,0,0,0,0,0,15.0,5.0,쇠퇴기,1.0
애니젠(주),196300,2020,-2,-3,-1,-5,67,54,155,130,45,-17,7,34,39,-18.08,-8.27,-28.91,-3.18,-3.38,-12.29,16.01,18.440000000000005,1.6423831802021398,1.64,13.92,-3.72,35.67,-5.5,3730,12,21,44,-66,0.2726291537607586,8.26,1,0,0,0,0,1,24.0,8.0,도입기,1.0
애머릿지코퍼레이션,900100,2017,-56,-78,-20,-42,162,145,55,54,25,22,30,57,65,-59.19,-46.18,-57.96,-16.56,-17.05,-33.7,6.07,22.86,13.276590927330858,13.28,21.47,4.05,-39.06,-18.89,-11711,-15,-1022,-31,0,0.4762835194168902,5.47,1,2,1,1,1,1,46.0,14.0,쇠퇴기,1.0
앱클론(주),174900,2021,-68,-101,-24,-237,118,118,54,52,24,6,8,40,65,-42.05,-29.41,-339.22,-28.82,-29.24,-338.93,1.01,-22.129999999999995,-25.67177128968396,-25.67,-44.59,-3.93,8.91,-4.63,-5941,-20,-35,-197,0,0.1011834327263408,33.01,0,0,0,0,0,0,14.0,7.0,쇠퇴기,1.0
에스디엔(주),99220,2014,10,12,6,13,74,55,118,105,46,-13,1,36,46,-17.04,-12.49,-19.75,1.09,1.03,2.6,10.37,-13.31,-12.264024531306193,-12.26,-7.68,-14.64,6.15,-24.54,2911,3,12,7,-287,0.422993185496622,1.81,1,1,1,0,1,1,30.0,15.0,쇠퇴기,1.0
에스비더블유생명과학(주),151910,2016,-12,-42,-8,-16,73,63,188,182,19,-17,23,46,35,95.37,22.36,74.29,-37.11,-37.12,-129.99,6.74,152.66,-59.06853592006832,-59.07,-62.54,-55.56,-56.06,-54.68,59883,74,147,151,49,0.4916443471219658,2.15,1,1,0,0,1,1,20.0,12.0,쇠퇴기,1.0
에스씨엠생명과학(주),298060,2022,-144,-213,-37,-3103,220,218,35,19,17,17,152,30,74,-66.35,-86.43,-5790.66,-28.33,-28.9,-3176.64,-2.04,-24.53,-38.90256346282831,-38.9,-50.57,-31.88,-9.85,-4.2,-17117,-52,-170,-4323,0,0.0119922028967029,35.31,0,0,0,0,0,0,10.0,4.0,쇠퇴기,1.0
에스유홀딩스(주),31860,2014,-16,-30,-4,-10,153,84,29,25,12,10,46,30,78,6.28,14.41,12.65,1.6,1.23,3.37,3.62,17.72,7.2914814862493085,7.29,97.07,-10.22,139.52,5.46,4061,11,157,30,42,0.3520527537947783,8.45,3,5,1,0,0,2,45.0,27.0,쇠퇴기,1.0
에스지에이(주),49470,2014,-1,-1,0,-1,204,189,96,63,26,33,27,65,51,8.5,7.46,8.38,7.17,5.97,7.87,1.14,6.79,16.67686566785041,16.68,7.62,38.41,13.98,8.53,14016,17,4052,24,35,0.7041724389733276,1.96,1,175,1,1,2,1,27.0,23.0,성장기,1.0
에스지에이솔루션즈(주),184230,2022,13,21,5,13,131,127,66,60,24,11,78,47,60,10.62,7.83,12.92,5.68,4.84,10.29,7.18,5.359999999999999,48.374200913531126,48.37,16.78,96.05,51.29,278.99,17278,18,5964,46,28,0.3932656407543693,0.0,1,54,1,0,1,1,11.0,11.0,성장기,0.0
에스퓨얼셀(주),288620,2022,-10,-18,-5,-18,238,179,117,76,30,48,10,83,46,1.2,0.59,1.61,1.58,0.88,2.55,1.25,-6.05,28.829152116898456,28.83,34.53,6.12,-1.12,17.93,5503,4,34,12,14,0.3055101867656819,1.88,1,2,0,0,2,0,10.0,6.0,도입기,0.0
에쓰씨엔지니어링(주),23960,2014,3,4,2,3,62,57,424,387,50,-28,1,46,19,-84.0,-9.89,-12.26,-7.73,-7.8,-10.05,3.54,-58.83,3.5298169986033447,3.53,9.54,-1.1,-1.57,-4.27,22123,7,15,9,-139,0.7630515825721546,4.88,2,2,1,1,1,2,53.0,27.0,도입기,1.0
에이비엘바이오(주),298380,2020,-385,-2379,-36,-439,903,903,10,9,2,64,510,72,91,-49.94,-50.06,-686.14,-48.83,-49.13,-736.0,-3.64,-24.33,-30.096204939940097,-30.1,-46.59,239.26,103.17,-19.38,-46312,-46,-1139,-571,0,0.08112766674246,37.24,0,2,0,0,0,0,8.0,6.0,도입기,1.0
에이치비솔루션(주),297890,2022,23,44,8,9,169,135,50,49,18,22,72,55,67,35.32,30.48,23.24,14.86,14.52,14.46,0.97,27.17,34.89306020384729,34.89,17.5,65.02,301.09,62.78,74122,35,345,40,59,0.8744095949548767,13.34,2,6,1,1,2,2,23.0,4.0,성숙기,0.0
에이치엘비(주),28300,2014,-13,-18,-7,-11,154,120,136,97,42,22,46,64,42,-14.61,-8.11,-8.73,1.59,0.8,0.97,4.24,34.58,50.26836500942958,50.27,82.57,14.79,18.23,-0.79,8578,16,66,23,-38,0.6854363005993102,5.46,2,3,1,1,2,1,39.0,28.0,도입기,1.0
에이치엘비글로벌(주),3580,2014,7,9,4,9,140,135,117,89,42,16,22,57,46,-2.64,-4.69,-5.39,-0.21,-0.32,-0.82,5.78,23.8,-2.960693210446625,-2.96,7.03,-13.64,16.82,-26.15,6584,12,61,29,-19,0.4025742821103873,5.64,1,2,1,0,1,1,62.0,34.0,성숙기,1.0
에이치엘비바이오스텝(주),278650,2022,7,8,4,9,880,867,142,18,54,59,116,66,41,-4.51,-2.54,-3.33,5.9,4.84,7.43,3.3,-23.17,79.86594873656999,79.87,260.58,-8.94,33.96,-0.61,20754,12,52,24,-14,0.5069170626456361,11.66,1,2,1,1,1,1,12.0,5.0,성장기,0.0
에이치엘비생명과학(주),67630,2014,34,59,20,18,113,95,148,113,34,6,16,51,40,11.47,4.23,3.84,5.01,3.56,3.97,1.27,56.55,-30.753523759789108,-30.75,-51.9,29.5,83.21,14.92,12751,38,360,35,11,1.094805071330084,5.29,1,11,1,1,3,1,26.0,16.0,성숙기,1.0
에이치엘비이노베이션(주),24850,2015,-18,-46,-9,-8,159,103,94,71,19,22,20,58,52,-39.59,-23.34,-23.5,-15.5,-15.96,-17.59,0.01,-27.010000000000005,-23.70285408453262,-23.7,-23.52,-23.95,-37.92,-16.38,3808,8,24,8,-309,1.0477885272837817,5.41,2,3,1,1,2,2,46.0,23.0,쇠퇴기,1.0
에이치엘비제약(주),47920,2017,-2,-3,-1,-3,131,104,137,106,38,14,30,58,42,-30.52,-14.73,-35.01,-8.09,-9.4,-24.49,10.13,-34.24,-3.374222000807414,-3.37,-4.49,-1.76,-23.54,10.88,4487,11,34,29,-121,0.3904378907632654,2.09,1,1,0,0,1,1,26.0,9.0,쇠퇴기,1.0
에이치엘비테라퓨틱스(주),115450,2014,-9,-38,-6,-19,143,138,160,137,15,23,6,75,38,-9.92,-5.26,-8.81,-1.48,-1.84,-4.97,1.67,22.989999999999995,59.50946737666938,59.51,337.56,-45.51,-54.28,-1.99,3057,5,31,17,-51,0.3010682997313272,7.25,1,2,1,0,1,1,24.0,14.0,도입기,1.0
에이치엘비파나진(주),46210,2014,-8,-9,-5,-24,151,141,174,79,57,15,48,44,36,-24.65,-10.68,-43.8,-3.32,-3.81,-18.81,21.81,28.78,-2.700589900529782,-2.7,-5.75,-0.21,18.86,-1.79,2598,11,63,52,-84,0.2053301260972651,3.88,0,1,0,0,0,0,48.0,24.0,도입기,1.0
에이피위성(주),211270,2022,13,2371,3,6,412,366,28,28,0,68,304,90,78,4.9,3.74,7.61,5.22,4.08,8.38,-2.33,3.16,-1.6987230915938418,-1.7,-2.68,7.81,33.34,-3.49,13363,12,143,25,31,0.4904339259588142,5.55,1,6,0,0,5,1,13.0,8.0,성숙기,0.0
에코바이오홀딩스(주),38870,2022,16,35,5,26,162,162,38,38,13,17,4,45,73,-6.63,-9.58,-28.01,1.85,-0.15,-0.87,-9.44,-14.72,-0.904250017379221,-0.9,4.52,-4.87,4.14,84.11,2066,2,34,12,-228,0.1751563930376797,3.58,0,1,0,0,0,0,27.0,23.0,성숙기,0.0
에코캡(주),128540,2021,-10,-13,-6,-7,116,70,134,104,42,7,14,52,43,-16.38,-7.98,-10.03,-10.59,-10.66,-14.37,1.13,1.8300000000000016,-0.8711887978212162,-0.87,-4.12,2.84,17.51,4.86,19871,17,43,23,-43,0.7454342133577151,4.62,2,2,1,1,2,1,17.0,6.0,도입기,1.0
에프엔에스테크(주),83500,2022,9,12,3,4,177,162,44,25,23,13,139,31,69,8.01,4.44,5.99,6.3,6.05,8.6,0.9,5.31,-7.442227666256902,-7.44,-21.82,0.75,2.35,-3.33,24710,27,44,37,16,0.7323227304790294,15.92,3,1,1,1,1,2,22.0,7.0,성숙기,0.0
엑스큐어(주),70300,2016,-54,-204,-11,-12,244,174,27,24,6,27,39,46,79,-43.21,-68.53,-48.0,-13.87,-13.96,-18.97,0.06,-53.05,-32.570607297166646,-32.57,-25.35,-37.78,-0.34,-22.86,-4106,-23,-631,-25,0,0.913810924561515,6.49,3,22,1,1,1,2,24.0,14.0,도입기,1.0
엔시트론(주),101400,2015,-18,-28,-11,-6,94,46,164,160,38,-4,6,57,38,-65.95,-25.11,-13.32,-9.26,-9.41,-6.03,1.91,-35.88,-17.609819206674256,-17.61,-26.27,-2.47,-10.53,5.71,4425,14,141,8,-170,1.7266202318988062,12.24,5,19,2,2,4,3,24.0,15.0,도입기,1.0
엘브이엠씨홀딩스(주),900140,2015,-22,-33,-8,-11,168,95,56,41,24,18,9,44,64,13.51,9.87,10.54,9.02,9.01,10.72,1.37,-0.8300000000000001,31.20478936137528,31.2,14.51,48.02,17.0,24.72,89058,15,117,20,53,0.7406250030456935,4.71,3,6,1,1,2,2,15.0,14.0,도입기,1.0
엘티씨(주),170920,2022,4,6,3,3,136,95,191,115,43,14,30,54,34,2.64,1.47,1.38,5.62,5.01,4.91,3.13,14.42,70.42892750702707,70.43,90.53,51.66,180.29,4.15,44387,16,74,20,7,0.8082504790129069,6.98,3,4,1,1,2,2,17.0,11.0,성장기,0.0
엠에프엠코리아(주),323230,2022,-18,-27,-13,-12,133,59,330,269,50,21,5,84,23,-1.18,-0.48,-0.38,1.05,1.01,0.82,3.64,57.51,29.769417585775003,29.77,13.83,345.55,26.22,-10.39,26328,20,5380,18,-2,1.0958485334615435,4.95,3,281,1,1,11,1,5.0,5.0,도입기,1.0
영화테크(주),265560,2022,17,31,5,9,523,421,43,16,16,48,22,59,70,8.81,7.24,10.06,3.38,2.61,3.97,0.01,3.8400000000000007,25.90365191176154,25.9,30.54,19.7,18.02,15.08,17105,21,69,36,28,0.5896867277132648,7.43,1,2,1,1,2,1,24.0,7.0,성장기,0.0
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,2022,132,1898,21,39,343,341,19,19,1,38,106,54,84,-25.02,-26.31,-42.08,-14.59,-14.65,-28.32,-0.07,-27.25,-5.060607964234319,-5.06,-17.33,14.92,-16.63,-11.94,-45657,-11,-132,-20,0,0.5309836854426706,2.5,1,5,1,1,1,1,12.0,8.0,성장기,0.0
오성첨단소재(주),52420,2014,-12,-23,-4,-5,183,107,44,17,16,10,27,22,69,-242.01,-31.53,-46.14,-12.29,-12.36,-19.45,8.22,-242.01,-20.05350318025233,-20.05,-14.27,-21.53,-13.41,-21.09,-18459,-11,-20,-16,0,0.7147591160999281,8.1,5,1,1,1,1,3,30.0,23.0,도입기,1.0
오션브릿지(주),241790,2022,60,145,15,12,235,172,33,32,10,32,100,56,75,16.15,13.41,9.57,18.1,18.02,13.82,0.25,-0.5400000000000027,19.37383181283045,19.37,3.96,47.78,75.61,15.72,38463,28,124,23,41,1.198757813396738,5.34,3,5,1,1,3,2,12.0,8.0,성장기,0.0
올리패스(주),244460,2021,-126,-176,-43,-2346,284,275,53,36,25,44,79,68,65,-67.7,-45.45,-3020.08,-43.42,-43.96,-2950.71,73.64,9.409999999999997,-32.53532669351527,-32.54,-39.71,-9.94,-70.23,-10.24,-19437,-42,-153,-2282,0,0.0184908433337385,5.36,0,0,0,0,0,0,18.0,5.0,도입기,1.0
올릭스(주),226950,2020,-22,-50,-9,-293,1538,1532,73,10,18,82,252,88,58,-44.52,-31.56,-783.44,-25.84,-26.24,-656.41,-0.46,-14.85,73.81573883267781,73.82,84.42,22.7,118.9,4.55,-11668,-15,-189,-472,0,0.0314883550563402,0.0,0,0,0,0,0,0,14.0,6.0,도입기,1.0
옵티시스(주),109080,2022,74,219,7,15,884,710,11,10,3,69,243,78,90,15.43,15.25,25.76,15.26,14.46,26.95,-1.35,1.6099999999999994,12.95502923482444,12.96,11.81,17.14,18.78,16.36,15927,28,271,55,46,0.5057493537251756,6.06,1,5,1,1,2,1,25.0,13.0,성숙기,0.0
와이더블유(주),51390,2016,-20,-26,-5,-17,1047,1031,36,8,20,53,57,58,74,3.71,3.51,8.72,4.34,4.28,13.44,1.68,5.2,4.037162026054131,4.04,74.9,-33.77,162.43,-47.04,6988,7,306,24,37,0.3119198679462529,31.43,1,9,0,0,1,1,29.0,23.0,쇠퇴기,1.0
와이엠티(주),251370,2022,19,30,7,14,144,120,64,52,25,14,67,46,61,-0.04,1.19,1.99,1.88,1.35,2.55,0.98,-9.17,0.6726515898505058,0.67,-16.56,22.11,3.98,15.52,33779,14,36,26,8,0.5266664612178025,5.41,1,1,1,1,1,1,25.0,7.0,성장기,0.0
와토스코리아(주),79000,2022,65,487,4,16,1836,1732,6,5,1,74,118,79,94,6.99,6.89,27.23,3.01,0.17,0.7,-11.65,5.07,5.458588838678677,5.46,12.66,-14.6,-2.58,-21.18,11477,14,105,59,46,0.2355961239456777,6.01,0,2,0,0,1,0,27.0,19.0,성숙기,0.0
우림피티에스(주),101170,2022,40,0,4,5,545,424,10,10,0,41,99,51,91,6.06,5.64,7.46,6.2,5.73,7.87,-0.64,1.6899999999999995,2.7885915714988587,2.79,5.01,0.61,12.85,-2.48,17534,18,46,26,29,0.7175336738313851,4.23,2,2,1,1,1,1,24.0,15.0,성숙기,0.0
우진비앤지(주),18620,2017,2,2,1,3,57,22,163,107,51,-17,1,23,38,-18.55,-8.77,-18.27,-5.71,-5.75,-14.89,4.65,-19.35,4.286298754486947,4.29,-26.92,19.95,-5.37,20.24,4002,7,9,17,-105,0.3782049906715918,4.77,3,1,0,0,1,1,39.0,16.0,도입기,1.0
원풍물산(주),8290,2014,-5,-7,-3,-3,127,38,142,112,41,13,0,59,41,0.69,0.04,0.04,2.15,2.08,2.45,2.46,0.3999999999999999,3.086836274218124,3.09,9.34,-4.63,0.38,-3.08,5090,9,31,11,0,0.8369781865315111,5.76,5,3,1,1,2,1,52.0,27.0,도입기,1.0
웰바이오텍(주),10600,2018,-19,-27,-6,-9,209,160,45,45,22,34,54,64,69,-31.09,-22.09,-22.06,-8.26,-8.53,-11.43,3.84,-1.5199999999999996,27.75797407698382,27.76,56.01,-3.8,4.45,-65.32,1162,1,22,2,-1403,0.6651123043688104,5.54,2,7,1,1,2,1,49.0,27.0,도입기,1.0
웰킵스하이텍(주),43590,2015,4,6,2,2,113,84,99,90,34,6,30,51,50,-9.91,-5.15,-6.05,-3.54,-3.82,-4.49,0.57,-1.1400000000000006,-3.63689024611377,-3.64,2.05,-8.94,-8.0,-8.78,7495,11,24,13,-47,0.868093841925397,6.21,2,2,1,1,2,2,50.0,23.0,성장기,1.0
웹케시(주),53580,2022,63,481,13,19,180,180,25,18,3,12,103,26,80,11.41,18.55,13.13,15.85,15.55,23.44,-0.36,-6.460000000000001,-5.27711847067184,-5.28,-29.12,7.61,7.29,0.08,36151,28,449,41,32,0.6815954625649921,24.95,2,11,1,1,1,2,25.0,5.0,성숙기,0.0
위즈코프(주),38620,2022,15,0,2,3,2651,2602,12,1,0,31,1981,33,90,3.7,3.1,6.31,2.23,1.66,3.51,-1.2,13.29,1.3847083915270384,1.38,-2.08,3.15,16.17,-4.62,9105,10,17,22,29,0.4709370981784361,86.68,1,1,0,0,1,1,29.0,24.0,성장기,0.0
윙입푸드홀딩스,900340,2022,54,96,10,12,518,471,23,12,11,42,409,51,81,10.07,10.12,9.7,10.73,10.57,12.65,-0.12,-3.51,5.560902272531004,5.56,-4.52,18.89,9.88,20.47,26962,13,33,16,61,0.814022119383515,22.76,2,2,1,1,2,2,9.0,6.0,성장기,0.0
유아이엘(주),49520,2021,2,8,1,1,210,167,50,42,10,31,60,59,67,-11.72,-8.13,-6.16,-2.37,-3.16,-2.49,-0.54,-5.07,-1.2616553455881196,0.0,0.0,0.0,0.0,0.0,26702,13,39,10,-61,1.26878380647737,8.74,3,4,1,1,3,2,42.0,23.0,성장기,1.0
유엔젤(주),72130,2022,-2,-8,0,-1,745,730,13,10,3,55,159,64,88,4.16,4.92,7.35,2.12,1.38,2.82,-1.26,-28.94,-1.1229412654350104,-1.12,-7.3,11.96,1.22,3.27,18299,30,410,61,12,0.492348652731781,9.34,1,5,1,0,1,1,25.0,21.0,쇠퇴기,0.0
이노시스(주),56090,2017,-10,-15,-3,-19,853,609,46,10,21,51,212,58,69,-11.55,-9.24,-49.23,-6.84,-7.35,-40.17,-2.07,-8.030000000000001,19.52411388532516,19.52,-2.96,74.75,13.74,17.31,2094,3,13,16,-313,0.16810890606714,2.43,0,1,0,0,1,0,27.0,9.0,도입기,1.0
이엠코리아(주),95190,2022,2,3,1,2,98,55,115,77,37,-1,19,35,46,-11.17,-5.63,-9.9,-1.09,-1.29,-2.39,1.68,-7.689999999999999,-4.808947523472354,-4.81,10.14,-11.29,-2.55,-7.68,24366,14,24,26,-39,0.5512626507106755,8.75,3,1,1,1,1,2,21.0,17.0,도입기,0.0
이오플로우(주),294090,2022,-42,-47,-15,-338,266,260,54,39,32,42,34,68,65,-52.57,-36.93,-466.58,-31.07,-31.9,-510.97,14.5,85.53,142.9776553276725,142.98,176.58,93.65,867.57,49.76,-16585,-11,-116,-247,0,0.0440581735488397,9.34,0,0,0,0,0,0,13.0,4.0,도입기,1.0
이원다이애그노믹스(주),245620,2020,-8,-14,-5,-8,114,110,129,119,34,7,73,60,44,-19.0,-9.53,-10.19,-3.65,-3.98,-5.52,2.0,4.309999999999999,66.29127349835842,66.29,107.32,28.82,63.15,14.34,8546,5,74,9,-110,0.5772823679052315,4.51,1,9,1,1,2,1,11.0,6.0,도입기,1.0
이원컴포텍(주),88290,2014,-13,-34,-8,-8,85,55,169,151,25,-8,3,48,37,-11.78,-4.65,-3.94,-2.02,-2.19,-1.97,0.37,10.12,7.652102566726522,0.0,0.0,0.0,0.0,0.0,6038,20,48,18,-22,1.112444814424674,15.23,4,3,1,1,2,2,30.0,15.0,도입기,1.0
이트론(주),96040,2014,-12,-24,-3,-5,537,484,32,16,12,52,214,64,76,-7.62,-6.77,-8.79,1.48,0.35,0.58,0.35,-19.97,-17.40113913088608,10.55,59.47,-28.96,4.95,-10.06,2585,6,175,11,-80,0.5794280235431216,3.4,1,15,1,1,1,1,25.0,16.0,도입기,1.0
이화산업(주),760,2019,1,2,0,2,47,35,59,51,31,-17,14,15,63,-4.35,-9.08,-7.71,-0.53,-0.59,-2.74,4.83,-3.35,-1.646666544489,-1.65,-6.58,-0.72,-10.7,-22.82,5989,2,97,10,-79,0.2182507259196467,3.42,2,9,1,0,0,1,74.0,30.0,성숙기,1.0
이화전기공업(주),24810,2014,-21,-34,-11,-12,67,46,114,101,32,-16,4,31,47,-39.52,-39.43,-34.46,-11.82,-12.63,-14.31,3.05,-5.010000000000005,-12.51166908421968,-12.51,-12.32,-12.6,-10.82,-0.36,-17506,-15,-33,-16,0,0.9458566570621464,11.45,4,2,1,1,1,3,59.0,30.0,쇠퇴기,1.0
인바이오(주),352940,2022,-13,-24,-6,-16,174,115,88,84,26,33,29,78,53,-7.15,-4.13,-10.06,-5.08,-5.37,-13.95,5.4,-19.23,-3.581634872727024,-3.58,-3.76,-2.94,2.31,-7.36,7913,9,77,23,-44,0.3919409782163633,1.38,1,3,0,0,2,0,27.0,4.0,도입기,0.0
일정실업(주),8500,2019,-33,-39,-17,-25,137,88,105,78,43,14,6,52,49,-37.57,-23.13,-34.18,-24.99,-25.36,-41.05,0.69,-22.92,-11.36783788374114,-11.37,-22.46,4.96,-17.12,-4.95,-4612,-8,-20,-12,0,0.6574846221299918,4.21,2,2,1,1,1,1,51.0,30.0,쇠퇴기,1.0
자이글(주),234920,2022,-14,-17,-4,-18,65,33,46,46,27,-11,18,21,68,-8.56,-6.81,-24.91,-4.41,-4.44,-17.7,2.13,0.9299999999999996,4.502777190826366,4.5,-27.92,18.26,-25.94,-1.32,555,1,1,4,-673,0.2456093976603483,34.9,2,0,0,0,0,1,16.0,8.0,도입기,0.0
전진바이오팜(주),110020,2020,-24,-35,-10,-47,136,131,66,65,28,14,122,53,60,-48.21,-27.99,-88.4,-14.71,-14.89,-48.34,12.75,-5.25,191.60747415146648,191.61,120.33,363.6,-2.09,625.85,-698,-4,-9,-18,0,0.2068255718746885,73.01,1,1,0,0,1,1,20.0,6.0,도입기,1.0
제너셈(주),217190,2018,-8,-14,-6,-10,75,39,219,148,40,-11,8,35,31,-44.07,-17.71,-30.73,-13.85,-13.9,-24.41,5.63,-17.64,5.480280441346628,5.48,-6.18,13.0,-5.97,9.21,1127,2,4,4,-709,0.554861015322939,4.24,3,1,1,1,1,2,24.0,9.0,쇠퇴기,1.0
제룡전기(주),33100,2022,-28,-1970,-5,-6,401,246,24,23,0,57,88,76,81,19.2,15.65,14.5,19.75,19.34,18.57,-0.39,17.21,13.537630380557758,13.54,21.0,-4.72,76.42,-2.38,28122,32,158,33,44,0.9791777229433484,8.05,2,5,1,1,4,1,38.0,27.0,쇠퇴기,0.0
제이엠아이(주),33050,2022,10,28,5,6,133,112,102,90,17,15,22,59,49,6.18,3.1,3.82,5.82,5.65,7.28,0.82,1.0999999999999996,4.2883687293314825,4.29,7.95,-0.66,34.13,1.08,19592,23,65,30,13,0.7596502917942106,4.34,2,2,1,1,2,1,31.0,27.0,성숙기,0.0
제이엠티(주),94970,2017,-3,-7,-2,-1,127,110,126,117,25,14,14,65,44,19.27,11.46,5.27,17.94,17.9,9.43,0.45,17.31,73.9838712143612,73.98,131.04,18.74,53.47,35.51,28775,29,117,19,27,1.4935754239915044,9.0,4,7,2,2,5,3,26.0,17.0,도입기,1.0
제이준코스메틱(주),25620,2014,-32,-354,-11,-47,14,9,53,31,3,-18,2,3,65,-66.92,-20.27,-112.83,-44.88,-44.92,-282.08,47.28,377.45,-64.00050284446473,-48.06,-95.77,-22.41,-76.25,-22.42,-417,-1,-1,-6,0,0.2329403032968201,7.97,1,0,0,0,0,1,49.0,29.0,쇠퇴기,1.0
제일전기공업(주),199820,2022,9,16,3,3,209,125,41,41,16,31,3,60,71,6.26,5.63,5.59,4.98,4.61,5.59,-0.06,-5.52,12.108329911092207,12.11,27.08,-4.73,-10.24,10.18,27544,16,71,21,27,0.7798277259070078,4.44,2,3,1,1,2,1,44.0,4.0,도입기,0.0
조광아이엘아이(주),44060,2022,15,20,3,12,117,65,27,26,16,3,23,24,79,-17.17,-27.46,-49.33,2.38,2.29,9.14,3.1,-19.62,-9.696886660783706,-9.7,-29.37,-0.81,-2.36,12.35,-5466,-5,-24,-18,0,0.2641872320748277,4.85,1,1,1,0,0,1,30.0,23.0,성장기,0.0
조선선재(주),120030,2022,87,1324,6,12,1333,1112,7,6,0,71,877,77,94,8.02,8.83,15.71,8.52,6.63,14.09,-4.0,-3.93,4.001718651523125,4.0,7.62,-6.61,-1.73,-4.28,21895,15,233,33,48,0.4614803176420639,7.76,1,7,1,0,2,1,14.0,14.0,성숙기,0.0
조아제약(주),34940,2016,4,8,1,2,186,158,60,51,18,28,11,60,63,0.34,0.17,0.2,0.35,-0.01,-0.01,0.41,-1.8,1.0083203107388494,1.01,7.11,-6.81,10.83,4.79,22662,30,105,41,1,0.7397137505500027,2.68,2,3,1,1,2,1,28.0,25.0,성숙기,1.0
지니언스(주),263860,2022,64,3166,13,20,438,402,25,23,0,61,49,80,80,16.05,14.54,18.58,13.22,12.31,18.0,-1.31,-0.1899999999999977,13.261902945351297,13.26,41.34,-36.11,20.47,-1.3,22153,37,419,58,32,0.6441766963586806,4.18,1,7,1,1,2,1,19.0,7.0,성숙기,0.0
지엘팜텍(주),204840,2018,-16,-25,-12,-48,160,131,304,72,48,11,31,28,25,-68.44,-17.62,-66.88,-14.2,-14.51,-57.25,8.78,-10.019999999999996,110.1110561673047,0.0,0.0,0.0,0.0,0.0,1250,4,8,16,-428,0.2534116495027397,2.15,1,1,0,0,0,1,10.0,10.0,쇠퇴기,1.0
지오릿에너지(주),270520,2022,11,17,4,15,249,249,56,56,24,53,191,89,64,-9.06,-6.88,-18.49,-5.48,-6.12,-17.84,-1.56,-5.930000000000001,82.42699775822429,82.43,90.89,34.64,-30.12,21.31,-2929,-4,-284,-17,0,0.2655479875331518,4.6,0,14,0,0,3,0,7.0,7.0,성장기,0.0
진양산업(주),3780,2022,21,42,8,8,152,124,61,44,19,14,27,41,62,12.43,8.07,7.33,7.03,6.58,6.32,0.18,-0.6300000000000008,6.226528091654024,6.23,10.07,3.71,9.59,0.78,18460,22,41,22,33,1.0115238940833564,5.45,3,2,1,1,2,3,61.0,51.0,성숙기,0.0
진양화학(주),51630,2019,3,195,1,1,129,96,41,30,0,6,6,28,71,-7.57,-5.43,-4.71,-6.95,-7.09,-6.17,-0.12,-6.430000000000001,-6.247549665738495,-6.25,-18.31,-0.55,-10.45,-0.03,3510,9,13,8,-60,1.1887013550071264,6.8,5,2,1,1,2,4,23.0,23.0,성숙기,1.0
진원생명과학(주),11000,2014,-54,-399,-8,-13,689,545,17,12,2,62,170,72,85,-22.22,-20.67,-26.36,-17.19,-17.71,-26.1,-0.19,10.93,28.11316994227733,28.11,51.0,-8.09,19.21,18.97,4894,12,288,20,-133,0.6040604904671053,6.46,1,16,1,1,2,1,48.0,37.0,도입기,1.0
차이나크리스탈신소재홀딩스,900250,2022,212,1576,13,68,1029,986,7,5,1,41,770,46,94,4.05,4.18,19.79,5.19,5.09,24.72,-0.34,1.0499999999999998,12.5821088443768,12.58,5.15,19.65,25.16,3.77,38096,10,26,49,41,0.1944018363294551,3.66,0,1,0,0,0,0,12.0,8.0,성장기,0.0
