회사명,거래소코드,회계년도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,유동비율,당좌비율,부채비율,유동부채비율,차입금의존도,순운전자본비율,현금비율,유동자산구성비율,자기자본구성비율,자기자본순이익률,경영자본순이익률,매출액순이익률,총자본사업이익률,총자본정상영업이익률,매출액정상영업이익률,금융비용부담률,CROE,총자산증가율,총자본증가율,유동자산증가율,비유동자산증가율,매출액증가율,유형자산증가율,부가가치(백만원),총자본투자효율,설비투자효율,부가가치율,이윤분배율,총자산회전율,매출채권회전률,당좌자산회전률,유형자산회전율,경영자본회전률,총자본회전률,비유동자산회전률,유동자산회전률,영업년수,상장년수,기업수명주기,부실판단
참엔지니어링(주),9310,2014,1,5,1,3,267,232,652,149,13,33,7,53,13,-27.93,-4.91,-12.97,0.3,0.21,0.86,3.46,-36.68,10.284065780942472,10.28,196.21,71.83,-1.45,-0.56,6537,1,10,5,-266,0.2276575224278057,6.55,1,2,0,0,1,1,51.0,37.0,쇠퇴기,1.0
참좋은여행(주),94850,2022,-33,-743,-10,-79,223,218,43,41,1,36,35,65,70,-14.62,-16.07,-89.66,-14.17,-15.27,-115.82,-8.28,0.9800000000000004,13.69408748256159,13.69,12.14,16.65,180.65,170.59,-2554,-2,-119,-19,0,0.1239227975681426,0.0,0,9,0,0,0,0,17.0,17.0,쇠퇴기,1.0
커머스마이너 (주),223310,2017,-27,-51,-20,-73,70,60,268,265,38,-22,38,50,27,-192.8,-69.91,-182.01,-27.1,-27.83,-102.49,17.29,-184.63,75.69882315241841,0.0,0.0,0.0,0.0,0.0,-18257,-33,-342,-120,0,0.2714845585910939,13.45,1,3,0,0,1,1,13.0,9.0,도입기,1.0
컨버즈(주),109070,2014,-2,-2,-2,-2,58,28,1136,868,71,-30,0,41,8,-87.64,-6.8,-9.59,-2.34,-2.41,-3.4,4.36,2.6299999999999955,-9.386757067702586,-9.39,-14.7,-5.36,-10.78,-5.47,4887,7,12,10,-99,0.746035523346476,3.85,3,1,1,1,1,2,15.0,15.0,쇠퇴기,1.0
케이알모터스(주),40,2014,-18,-28,-12,-20,96,64,199,153,41,-2,8,49,33,-24.69,-10.03,-15.96,-8.72,-9.04,-14.38,2.62,-14.410000000000002,17.02919498798469,17.03,12.29,21.97,-19.9,13.52,4402,3,7,6,-289,0.5827481470090314,2.33,2,1,1,1,1,1,107.0,48.0,도입기,1.0
케이에이치건설(주),226360,2022,6,9,3,9,83,82,78,78,28,-8,15,36,56,-51.82,-104.59,-145.7,2.84,0.92,3.58,12.9,-21.11,-14.625617764622357,-14.63,-2.81,-20.08,14.12,5.59,-56429,-28,-1259,-101,0,0.2801628666309466,7.14,1,13,1,0,0,1,9.0,9.0,성장기,1.0
케이에이치전자(주),111870,2020,6,8,2,14,144,133,33,30,21,10,29,32,75,-39.46,-91.74,-326.76,-6.36,-6.93,-67.97,2.18,-25.08,-18.69763623460828,-18.7,-0.27,-25.25,-52.48,-6.64,-50431,-33,-945,-288,0,0.1136578389180448,3.58,0,3,0,0,0,0,36.0,14.0,도입기,1.0
케이엠제약(주),225430,2022,7,8,2,7,51,31,41,34,26,-12,4,12,71,-10.3,-12.27,-25.11,-1.57,-2.4,-7.97,-0.3,-8.780000000000001,-2.647866224425413,-2.65,-35.55,4.92,-31.15,-10.73,19,0,0,0,-20238,0.3048187544051286,5.36,3,1,0,0,0,2,9.0,9.0,도입기,0.0
켄코아에어로스페이스(주),274090,2022,-7,-13,-5,-8,92,40,240,183,37,-4,12,50,29,10.18,2.92,4.28,6.82,6.76,10.53,5.27,72.74000000000001,21.699909201170087,21.7,27.19,16.75,38.72,-0.81,29931,23,88,39,11,0.5846424323516884,6.78,3,2,1,1,1,1,11.0,4.0,도입기,1.0
코아스템켐온(주),166480,2019,-8,-95,-1,-3,645,639,15,9,1,44,44,52,87,-8.62,-5.53,-18.0,-5.36,-5.82,-20.95,-1.39,-3.31,-4.05029940546406,-4.05,-9.89,3.3,8.82,9.67,11543,13,42,48,-38,0.2835380468930225,2.68,1,1,0,0,1,1,21.0,9.0,쇠퇴기,1.0
코오롱티슈진(주),950160,2019,-126,-171,-31,-1278,806,802,33,15,18,79,325,91,75,-42.69,-34.13,-1613.66,-29.12,-30.79,-1458.06,-40.51,-20.99,-24.34962371333049,-24.35,-27.94,45.27,-19.34,178.57,-38940,-31,-1333,-1275,0,0.0245173688996431,3.97,0,2,0,0,0,0,25.0,7.0,쇠퇴기,1.0
코위버(주),56360,2022,-24,-69,-5,-10,310,180,28,27,8,45,15,66,78,3.46,3.16,5.01,0.54,0.18,0.33,-0.32,-2.1500000000000004,5.940900846072613,5.94,14.55,-7.55,4.56,0.44,14102,8,39,16,32,0.530735003185719,4.25,1,2,1,1,2,1,24.0,23.0,쇠퇴기,0.0
퀀타피아(주),78940,2014,-4,-9,-3,-9,25,25,248,190,31,-41,1,13,29,-72.59,-61.96,-74.99,0.56,0.47,1.63,4.33,-41.45,-25.241094406705628,-25.24,19.06,-29.34,-32.42,-99.67,-7328,-28,-16653,-83,0,0.3386405136684672,7.39,3,1,1,0,0,3,20.0,20.0,쇠퇴기,1.0
크루셜텍(주),114120,2014,-3,-4,-2,-2,90,51,276,191,52,-5,6,46,27,-53.9,-11.02,-8.35,-3.42,-3.67,-3.09,1.86,-28.59,-3.094739275266698,-3.09,-12.45,6.49,-0.71,8.21,22228,6,16,5,-156,1.2054164758061567,9.81,5,3,1,1,2,2,23.0,14.0,도입기,1.0
키네마스터(주),139670,2022,-124,0,-52,-43,1351,1351,71,12,0,87,204,94,58,-91.91,-73.56,-78.34,-75.76,-76.7,-83.51,-0.85,-85.19,-38.0044407146293,-38.0,-33.18,-71.13,-25.81,18.87,-5105,-31,-2001,-26,0,1.1999715412495988,12.63,1,40,1,1,9,1,22.0,13.0,도입기,0.0
태원물산(주),1420,2022,8,45,1,4,665,631,18,11,3,51,54,60,85,-4.47,-3.83,-12.42,0.12,-1.45,-4.79,-4.88,-4.73,-6.652245713238221,-6.65,-4.96,-9.07,-25.55,-5.39,2373,7,17,22,-57,0.3134512138201967,4.78,1,1,0,0,1,1,69.0,49.0,성숙기,1.0
테고사이언스(주),191420,2022,26,61,1,10,1053,998,6,5,2,48,31,53,94,0.54,0.57,3.33,1.53,0.41,2.73,-6.99,0.25,0.7037659836350508,0.7,3.46,-2.29,-7.49,-2.86,3782,7,23,49,7,0.149493036151393,2.11,0,0,0,0,0,0,23.0,10.0,성장기,0.0
테라사이언스(주),73640,2014,-2,-3,-2,-7,50,17,206,190,52,-31,2,31,33,-14.86,-6.07,-21.31,-3.95,-3.99,-16.29,9.96,-5.34,-0.4554066789087898,-0.46,-8.83,3.88,9.29,4.21,2592,2,3,7,-291,0.2456808456091718,5.06,2,0,0,0,0,1,31.0,20.0,성숙기,1.0
텔코웨어(주),78000,2022,42,110573,7,20,494,492,18,16,0,53,123,67,84,3.5,3.32,9.09,3.14,2.25,6.71,-2.52,1.85,8.10178041163653,8.1,12.92,-0.49,22.25,-2.54,23733,18,101,56,16,0.3223116302038948,11.94,1,2,0,0,1,1,24.0,20.0,성숙기,0.0
티제이미디어(주),32540,2022,1,1,0,0,181,78,58,38,16,20,39,44,63,5.41,5.68,5.23,3.71,3.33,4.82,0.19,1.34,18.01833473310373,18.02,55.05,-0.66,38.89,-3.61,22386,17,107,26,20,0.6374099089936835,15.47,4,4,1,1,1,2,33.0,27.0,도입기,0.0
파나케이아(주),58530,2016,-20,-27,-9,-14,153,88,85,78,34,22,7,64,54,-3.01,0.1,0.12,5.52,5.4,6.56,1.79,-4.68,86.88427186208129,86.88,128.33,41.36,155.45,28.37,11364,12,107,19,1,0.6314955157136308,4.42,3,5,1,1,2,1,30.0,22.0,도입기,1.0
파미셀(주),5690,2014,-39,-67,-6,-30,286,263,19,14,9,21,197,33,84,-34.98,-29.36,-142.73,-8.31,-8.57,-41.76,3.28,-7.059999999999995,-0.5275134061379739,1.21,163.28,-22.0,-18.51,-21.08,-19322,-20,-428,-96,0,0.2039099227054894,4.56,1,4,0,0,0,1,56.0,36.0,쇠퇴기,1.0
패션플랫폼(주),225590,2022,25,49,8,7,375,175,45,24,16,46,5,63,69,15.58,13.43,8.84,14.2,13.89,10.89,0.24,-11.31,30.787789539023247,30.79,12.03,82.63,27.28,5.27,25877,26,283,24,38,1.1249357186807276,10.59,4,12,2,1,4,2,9.0,9.0,성장기,0.0
프리시젼바이오(주),335810,2022,-14,-26,-6,-17,104,56,77,60,23,1,38,35,57,-18.98,-14.17,-33.27,-7.52,-7.84,-22.0,3.08,-7.99,5.906820007395767,5.91,-37.61,70.53,28.77,67.34,3722,6,18,18,-183,0.3466900156600105,10.33,1,1,0,0,1,1,15.0,4.0,쇠퇴기,1.0
피씨엘(주),241820,2019,-55,-92,-35,-15327,584,580,170,30,38,54,84,65,37,-102.36,-63.15,-22244.14,-48.25,-48.64,-17906.5,133.73,-56.52,48.24847158657002,48.25,91.51,4.46,-72.14,2.78,-4078,-26,-86,-11388,0,0.0022743724818903,0.0,0,0,0,0,0,0,16.0,7.0,도입기,1.0
피앤씨테크(주),237750,2022,29,124,3,12,572,484,13,12,3,48,51,58,88,4.39,5.25,13.39,3.51,3.15,10.84,-0.97,-1.0200000000000005,5.398729110194762,5.4,2.4,9.91,1.33,9.92,8759,11,90,40,34,0.2830008551418564,6.66,1,2,0,0,1,0,25.0,8.0,성숙기,0.0
피에스케이(주),319660,2022,67,534,17,17,380,264,34,29,3,60,55,81,75,24.11,19.37,16.8,21.8,20.73,19.93,-0.98,-6.190000000000001,14.370324557470193,14.37,19.55,-3.69,3.39,19.81,194856,41,624,42,40,0.975160995675991,8.64,2,11,1,1,5,1,5.0,5.0,성숙기,0.0
피에스케이홀딩스(주),31980,2022,51,132,7,33,578,508,16,8,6,32,209,39,86,15.27,25.37,55.99,5.89,5.33,23.22,-2.27,-5.490000000000002,7.386858439402588,7.39,1.41,11.61,-10.82,37.85,48981,15,271,67,83,0.2216325312973809,6.34,1,3,0,0,0,1,34.0,27.0,성숙기,0.0
피에스텍(주),2230,2020,6,12,1,2,1336,1256,14,6,7,61,624,66,87,0.31,0.35,0.82,0.4,-0.37,-1.12,-1.79,-1.46,-7.665984947579929,-7.67,-3.25,-15.27,5.04,1.77,8427,5,48,16,5,0.3418961458257304,4.32,1,3,0,0,1,1,67.0,33.0,성숙기,1.0
피엔케이피부임상연구센타(주),347740,2022,204,1026,10,42,1957,1957,5,4,1,77,162,81,95,10.65,12.59,39.71,11.09,7.96,31.41,-12.19,-1.6399999999999988,11.097576120090642,11.1,37.12,-38.55,2.69,-1.01,13401,18,306,75,53,0.2409089829734227,11.62,0,4,0,0,1,0,14.0,4.0,성장기,0.0
하이즈항공(주),221840,2022,-9,-12,-5,-12,111,68,126,86,43,4,17,42,44,-20.9,-9.47,-20.95,-5.35,-5.85,-14.37,3.29,4.59,-10.108520445070466,-10.11,-23.72,3.43,-6.08,0.35,16245,12,27,28,-76,0.4295838329592681,4.89,1,1,0,0,1,1,23.0,9.0,쇠퇴기,1.0
한국맥널티(주),222980,2022,-3,-4,-2,-2,156,101,115,78,44,20,17,57,47,-8.69,-3.53,-4.3,-0.28,-0.77,-0.95,2.17,-13.93,4.502943326815513,4.5,-0.05,11.15,31.46,12.15,11976,13,39,17,-25,0.7869771832231475,12.05,2,2,1,1,2,1,27.0,9.0,도입기,0.0
한국유니온제약(주),80720,2020,-9,-18,-3,-5,191,132,42,34,16,22,7,45,70,-14.75,-10.8,-18.5,-11.15,-11.19,-21.5,1.25,-15.46,0.783220733269195,0.78,-15.85,20.53,-1.73,19.7,1567,2,4,3,-595,0.5183953478168386,1.74,1,1,1,1,1,1,39.0,6.0,도입기,1.0
한국전자인증(주),41460,2022,28,202,9,16,139,138,47,45,4,12,63,42,68,7.69,9.83,9.07,7.67,7.55,12.88,-0.02,-2.16,9.505586719482272,9.51,-13.01,35.2,11.13,16.83,14392,21,1084,37,24,0.560581619731379,13.0,1,31,1,1,1,1,25.0,14.0,성장기,0.0
한국정밀기계(주),101680,2014,11,21,3,9,383,148,34,26,14,55,28,74,75,-7.9,-6.69,-19.18,-7.42,-8.18,-26.21,-0.99,-5.550000000000001,-6.96422455311321,-6.96,-9.32,0.37,24.32,-6.95,4806,3,29,8,-239,0.3236364247680574,2.95,1,4,0,0,1,0,36.0,15.0,성장기,1.0
한국주강(주),25890,2019,-8,-11,-3,-4,111,64,51,36,25,3,1,26,66,-35.06,-28.24,-37.4,-8.9,-9.01,-13.52,0.87,-15.12,-19.620652711642126,-19.62,-5.29,-23.77,-7.32,-29.36,-5962,-12,-21,-16,0,0.747746076979287,7.13,4,1,1,1,1,3,37.0,27.0,성장기,1.0
한국컴퓨터(주),54040,2022,49,4477,9,3,325,220,23,22,0,41,72,59,81,13.85,13.65,3.96,12.88,12.54,4.44,-0.1,-0.1400000000000005,8.72439907188628,8.72,7.35,10.72,117.79,30.2,41499,27,117,10,40,2.708134558948845,16.76,7,14,3,3,7,5,30.0,22.0,성숙기,0.0
한솔인티큐브(주),70590,2022,-32,-1312,-14,-9,178,170,71,61,1,28,25,63,58,-18.72,-13.81,-9.82,-8.45,-8.97,-6.72,-0.16,-19.97,-18.402076036522217,-18.4,-22.4,-10.47,-0.53,-35.42,15416,39,609,26,-38,1.485498848677246,4.89,2,18,1,1,4,2,21.0,20.0,성숙기,0.0
한신기계공업(주),11700,2022,-3,-8,-1,-1,336,278,25,24,7,45,71,64,80,-5.3,-4.8,-8.45,-3.29,-3.78,-7.31,-0.64,-10.16,14.407166487482204,14.41,6.4,31.87,3.08,-3.34,2416,2,9,4,-196,0.4842647530416284,1.94,1,2,1,1,2,1,55.0,37.0,도입기,0.0
한창산업(주),79170,2022,13,38,2,2,796,445,21,10,6,56,114,64,82,10.36,10.03,6.16,10.01,9.98,7.16,0.13,3.079999999999999,11.339563928546646,11.34,16.89,2.77,34.66,9.86,15486,21,85,16,40,1.3229438906251396,6.09,4,5,2,1,4,2,39.0,19.0,성숙기,0.0
해성옵틱스(주),76610,2019,6,14,4,2,57,30,207,188,31,-26,7,35,33,-20.71,-6.35,-3.22,0.49,0.44,0.24,0.75,-2.41,-4.66996004906134,-4.67,0.78,-7.37,71.11,-8.04,35613,19,34,10,-32,1.8686936784427468,17.29,9,3,2,2,3,5,22.0,11.0,도입기,1.0
헝셩그룹유한회사,900270,2022,36,48,6,16,554,547,18,18,12,68,440,83,84,-0.63,-0.54,-1.49,1.38,1.17,3.29,1.33,-0.8300000000000001,-2.64321380818256,-2.64,-1.63,-7.43,8.01,-1.08,27983,8,66,21,-7,0.359323232737367,2.14,0,3,0,0,2,0,29.0,8.0,성장기,0.0
현대바이오사이언스(주),48410,2017,-22,-25,-8,-13,197,165,60,60,33,36,26,73,62,4.96,2.55,3.81,3.05,2.85,4.58,5.1,42.65,-7.272766646582765,-7.27,-3.49,-16.36,-11.44,-6.39,9585,19,102,30,13,0.6458783904193519,1.99,1,3,1,1,2,1,24.0,22.0,쇠퇴기,1.0
화성밸브(주),39610,2022,-14,-22,-5,-7,232,76,53,40,22,35,9,61,65,3.7,2.59,3.48,3.33,3.0,4.33,0.25,0.5700000000000003,17.292898488150822,0.0,0.0,0.0,0.0,0.0,16589,13,43,19,18,0.6926484289979136,4.03,3,2,1,1,2,1,37.0,24.0,쇠퇴기,0.0
휴림네트웍스(주),192410,2022,-86,-141,-14,-48,552,523,20,18,10,67,271,82,83,-39.34,-34.41,-91.66,-20.88,-21.5,-76.01,1.72,-47.57000000000001,-11.332703325234467,-11.33,11.54,-53.5,-18.8,65.91,-7123,-10,-788,-34,0,0.3008963674991237,5.21,0,29,0,0,1,0,27.0,10.0,쇠퇴기,0.0
휴림로봇(주),90710,2014,4,5,3,3,75,59,553,513,57,-20,3,59,15,-121.93,-41.85,-45.95,-19.25,-19.63,-23.7,3.18,-96.61,-30.31503456602793,-30.32,-26.1,-35.61,-25.74,-7.93,-3076,-10,-35,-10,0,1.0086210952687686,3.06,2,3,1,1,2,1,26.0,18.0,도입기,1.0
휴마시스(주),205470,2022,169,7158,44,43,316,280,35,34,1,54,17,80,74,66.56,48.39,38.75,54.24,53.13,45.56,-0.93,-54.06999999999999,37.22167691556497,37.22,26.55,105.33,46.44,79.01,260543,56,547,55,70,1.007996423191837,27.36,2,8,1,1,7,1,10.0,10.0,성숙기,0.0
(주)굿센,243870,2019,-20,-47,-12,-19,60,58,139,126,25,-21,15,31,42,-55.19,-35.38,-51.27,-6.62,-6.74,-13.34,3.83,-34.98,-26.648231581335995,-26.65,-53.01,-1.3,-61.65,-8.12,3282,24,1316,40,-127,0.5975217954765298,3.02,1,22,1,1,1,1,20.0,8.0,쇠퇴기,1.0
(주)나눔테크,244880,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7900000000000027,26.05352101499858,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.6935028013107619,11.35,0,0,0,0,0,0,19.0,8.0,성장기,0.0
(주)나라소프트,288490,2020,-18,-23,-11,-38,4,4,158,88,48,-33,0,1,39,24.11,24.92,32.51,14.32,14.32,49.78,9.67,24.11,66.73277149203483,0.0,0.0,0.0,0.0,0.0,2081,18,49,62,53,0.2877679123221905,137.3,23,1,1,0,0,23,22.0,6.0,쇠퇴기,1.0
(주)나우코스,257990,2022,3,6,2,2,117,92,145,102,34,7,48,49,41,-11.26,-3.58,-2.92,-3.73,-4.16,-3.48,1.2,-16.92,25.390076760197488,25.39,64.14,2.39,-6.65,8.95,8787,22,48,21,-14,1.0750889304515263,10.66,4,2,1,1,2,3,24.0,4.0,성장기,0.0
(주)노드메이슨,317860,2022,-12,-16,-7,-11,186,101,121,44,42,17,1,37,45,-20.75,-15.13,-19.86,-12.39,-12.56,-20.21,2.29,-22.1,86.55262538571552,0.0,0.0,0.0,0.0,0.0,1294,5,12,8,-251,0.6212415605064333,4.05,3,2,1,1,1,2,11.0,5.0,도입기,0.0
(주)노브메타파마,229500,2017,-606,-2702,-31,-533,2090,2011,5,5,1,88,1145,92,95,-63.84,-63.13,-774.83,-53.64,-54.01,-702.74,-4.72,2.700000000000003,96.4228493039095,96.42,129.32,-27.33,-73.03,-29.53,-4075,-30,-3066,-520,0,0.0579885153098388,16.87,0,5,0,0,1,0,14.0,9.0,도입기,1.0
(주)다원넥스뷰,323350,2022,-2,-5,-3,-3,50,21,0,0,54,-58,15,57,0,0.0,-8.95,-7.66,10.25,10.18,9.9,1.74,-19.78,23.40051334525604,0.0,0.0,0.0,0.0,0.0,3039,28,102,28,-28,1.0285412531222873,22.38,4,3,1,1,2,2,15.0,5.0,도입기,0.0
(주)더콘텐츠온,302920,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.49,-1.402870832347664,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.6911943967271883,8.52,0,0,0,0,0,0,12.0,6.0,성숙기,0.0
(주)데이터스트림즈,199150,2022,3,17,3,1,176,176,506,236,15,30,88,68,16,-68.42,-16.93,-7.31,-15.37,-15.41,-7.66,0.17,-98.13,16.928427583768322,16.93,19.09,12.5,31.21,11.51,10946,67,468,36,-20,1.866760128851387,8.97,3,14,2,2,6,3,23.0,10.0,성장기,0.0
(주)듀켐바이오,176750,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.05,-13.751388739002609,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.6657384808339452,4.66,0,0,0,0,0,0,21.0,10.0,성숙기,1.0
(주)디피코,163430,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-154.96,17.07030630224314,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0938399113238406,1.02,0,0,0,0,0,0,26.0,6.0,도입기,1.0
(주)로보쓰리에이아이앤로보틱스,238500,2018,-449,-579,-15,-432,1029,635,4,4,3,32,215,35,97,-14.23,-15.16,-372.95,-16.59,-16.74,-456.43,-0.89,0.5899999999999999,6.778574473469642,6.78,-6.61,15.75,515.02,-11.51,-399,-8,-241,-229,0,0.0355083198169805,1.8,0,1,0,0,0,0,21.0,8.0,도입기,1.0
(주)로지스몬,223220,2017,-48,-65,-82,-132,45,45,0,0,126,-54,5,45,0,0.0,-132.73,-318.06,-78.21,-78.27,-207.21,11.61,0.0,-56.148978052846864,-56.15,-5.7,-69.48,-70.68,-63.88,-3950,-140,-266,-225,0,0.6195470897137265,7.87,1,1,0,0,1,1,11.0,9.0,쇠퇴기,1.0
(주)루켄테크놀러지스,162120,2022,-7,-11,-5,-11,89,54,260,197,50,-6,1,49,28,-13.52,-4.54,-7.78,-3.55,-3.61,-6.98,3.59,-30.51,12.080731085498272,12.08,43.52,-7.15,-12.01,-8.74,4422,8,19,17,-47,0.4886590197229276,3.22,2,1,1,1,1,1,17.0,7.0,쇠퇴기,0.0
(주)루트락,253610,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-142.99999999999997,6.234079208071199,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.3206092826040086,1.31,0,0,0,0,0,0,10.0,4.0,도입기,1.0
(주)메디안디노스틱,233250,2022,25,73,4,4,449,331,19,18,5,53,128,68,84,1.6,1.44,1.31,1.44,1.14,1.06,-0.22,-10.3,11.138209065030614,11.14,15.49,2.92,74.19,1.84,6094,25,90,25,5,1.0205197705713152,9.05,2,4,1,1,3,2,25.0,7.0,도입기,0.0
(주)메디젠휴먼케어,236340,2018,-16,-18,-30,-50,157,143,0,0,172,28,86,77,0,0.0,-48.62,-76.12,-37.69,-39.78,-66.41,2.65,0.0,-2.5606661985689105,0.0,0.0,0.0,0.0,0.0,420,8,82,14,-552,0.5989791057877595,2.56,1,6,1,1,3,1,12.0,8.0,도입기,1.0
(주)무진메디,322970,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-82.30000000000001,-7.607193924241193,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.002694069665678,4.55,0,0,0,0,0,0,8.0,4.0,도입기,1.0
(주)미래엔에듀파트너,208890,2022,-2,-3,-1,-1,81,63,189,175,40,-11,32,49,35,-29.73,-13.07,-7.01,-7.26,-7.59,-4.4,1.16,41.8,-0.1363103155927547,-0.14,13.31,-10.44,62.53,30.88,2508,32,450,19,-38,1.72377703744499,12.72,5,27,2,2,3,4,15.0,10.0,성숙기,1.0
(주)바이오인프라생명과학,266470,2022,-74,-134,-57,-189,133,121,345,230,43,17,57,68,22,-80.09,-27.4,-97.54,-32.9,-33.89,-133.81,18.04,-80.09,-28.496928198095016,-28.5,-36.84,0.27,4.61,-42.47,1158,24,638,78,-126,0.3037259163756229,2.65,0,6,0,0,1,0,23.0,4.0,쇠퇴기,1.0
(주)바이오프로테크,199290,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.53829962586105,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.9784604697381664,4.55,0,0,0,0,0,0,24.0,8.0,쇠퇴기,1.0
(주)블루탑,191600,2022,4,7,3,3,83,39,220,187,42,-10,5,48,31,4.74,1.52,1.47,2.38,2.35,2.36,2.02,18.05,7.77009271096326,7.77,22.98,-3.39,32.6,-4.24,10765,25,53,26,6,0.962065721005355,5.59,5,2,1,1,2,2,22.0,8.0,성장기,0.0
(주)비엘헬스케어,86220,2022,4,6,3,3,58,36,216,144,53,-19,9,26,32,4.08,1.24,1.1,2.78,2.68,2.45,1.37,1.41,-8.126822382314112,-8.13,-22.56,-1.57,10.63,-1.2,17341,31,44,27,4,1.144806894444676,8.26,5,2,1,1,2,4,32.0,9.0,성숙기,0.0
(주)셀젠텍,258250,2022,0,0,0,0,143,96,132,91,48,17,2,56,43,9.01,4.2,6.84,2.98,2.96,5.14,6.99,-9.87,12.944608388948732,12.94,31.8,-4.7,7.89,-3.37,9900,25,68,47,15,0.5433550464111669,1.82,2,1,1,1,1,1,23.0,8.0,도입기,0.0
(주)썬테크,217320,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.450000000000003,26.40712343465938,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.601740413329841,9.25,0,0,0,0,0,0,28.0,9.0,도입기,0.0
(주)씨알푸드,236030,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3500000000000014,-3.083552349427271,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.7131341258924341,9.86,0,0,0,0,0,0,17.0,7.0,쇠퇴기,1.0
(주)씨앗,103660,2020,7,10,7,10,49,27,1785,1428,71,-38,8,37,5,-284.09,-17.89,-21.8,-6.48,-6.49,-9.38,3.46,-284.09,10.051688507876529,0.0,0.0,0.0,0.0,0.0,2976,10,26,15,-144,0.6914158730965916,7.7,3,2,1,1,1,2,18.0,9.0,성숙기,1.0
(주)씨앤에스링크,245450,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.15,-13.128412641047657,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.2568966375628525,9.67,0,0,0,0,0,0,24.0,8.0,성장기,0.0
(주)씨엔티드림,286000,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.19,-44.81470297307386,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.2550582369639731,11.42,0,0,0,0,0,0,13.0,4.0,도입기,1.0
(주)안지오랩,251280,2018,-4,-11,-10,-16,40,36,0,0,92,-142,2,95,0,0.0,-94.96,-151.83,1.07,0.27,0.45,18.97,15.39,-5.865682184827819,0.0,0.0,0.0,0.0,0.0,-6923,-69,-5008,-113,0,0.6120689188411441,6.6,1,44,1,1,12,1,25.0,8.0,쇠퇴기,1.0
(주)엄지하우스,224810,2022,-36,-50,-28,-61,125,33,339,302,56,17,3,86,23,-41.81,-15.99,-26.45,-11.97,-12.29,-22.78,2.13,-44.150000000000006,40.98920048958317,40.99,64.16,-23.76,-59.52,42.8,628,1,12,2,-1538,0.4609019445071406,4.49,2,8,1,1,3,1,38.0,9.0,쇠퇴기,1.0
(주)에스알바이오텍,270210,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-79.79999999999998,-27.87204913006124,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.6147922712866144,21.1,0,0,0,0,0,0,17.0,7.0,쇠퇴기,1.0
(주)에스엘테라퓨틱스,258540,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-438.68000000000006,-19.56267299541562,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.5795953686325839,6.13,0,0,0,0,0,0,13.0,8.0,도입기,1.0
(주)에스엠비나,299670,2022,-45,-136,-4,0,3391,3391,11,2,3,47,793,49,90,-23.27,-32.05,0.0,-13.73,-14.03,0.0,0.0,-24.08,-19.39021883610561,-19.39,-33.11,0.04,0.0,1.65,-932,-7,-204,0,0,0.0,0.0,0,0,0,0,0,0,9.0,6.0,쇠퇴기,0.0
